Date,Close,Volume,Open,High,Low
14-09-2016,196.41,2256143,195.75,197.9248,194.8562
13-09-2016,196.05,3583140,197.06,198.49,193.45
12-09-2016,198.3,3714049,195,201.369,194.1
09-09-2016,194.47,3753734,199.09,199.92,193.7
08-09-2016,197.36,3372293,199.55,199.89,196.36
07-09-2016,201.71,3637918,205.5,206.4968,200.71
06-09-2016,202.83,4386193,199.02,203.25,199
02-09-2016,197.78,5970154,202.33,203.2,196.2
01-09-2016,200.77,7932444,209.01,211.0999,200.5
31-08-2016,212.01,3274854,210.43,212.6,208.65
30-08-2016,211.34,3164222,216.11,216.11,210.52
29-08-2016,215.2,3261381,220.15,220.4,215
26-08-2016,219.99,2238087,222.14,222.855,218.82
25-08-2016,220.96,1760212,223.11,223.8,220.77
24-08-2016,222.62,2566947,227.05,227.15,222.22
23-08-2016,224.84,4747745,224.32,228.49,222.8
22-08-2016,222.93,2061692,224.17,225.11,222.68
19-08-2016,225,1658616,223.54,225.169,222.53
18-08-2016,223.51,1699300,223.82,225.66,222.29
17-08-2016,223.24,1786408,224.33,224.83,222.8
16-08-2016,223.61,2251115,225.49,227.19,223.4101
15-08-2016,225.59,2017964,226.02,229.5,224.93
12-08-2016,225.61,1811850,225.41,226.65,224.04
11-08-2016,224.91,1876959,226.17,227.57,223.41
10-08-2016,225.65,2336496,228.24,229.87,224.62
09-08-2016,229.08,2199766,226.82,231.5375,226.65
08-08-2016,226.16,2259465,228,229.6,226.09
05-08-2016,230.03,3190342,230,232,227.4
04-08-2016,230.61,4142155,225.69,230.86,222.05
03-08-2016,225.79,3808747,227.37,229.699,224.21
02-08-2016,227.2,3928706,229.37,229.87,221.4
01-08-2016,230.01,4014048,235.5,236.63,229.38
29-07-2016,234.79,3061574,230.7,235.28,230.24
28-07-2016,230.61,2415462,227.95,230.76,226.6
27-07-2016,228.49,2887028,229.34,233.36,226.92
26-07-2016,229.51,3427251,227.69,230,225.3
25-07-2016,230.01,4479483,222.27,231.39,221.3715
22-07-2016,222.27,2570462,221.99,224.5,218.88
21-07-2016,220.5,4425756,226,227.847,219.1
20-07-2016,228.36,2556119,226.47,229.8,225
19-07-2016,225.26,3047535,225,229.1,224.75
18-07-2016,226.25,3394588,219.64,227.09,218.3
15-07-2016,220.4,2230821,222.52,222.7499,219.64
14-07-2016,221.53,2657899,223.12,224.94,221.05
13-07-2016,222.53,3540699,225.5,225.59,220.29
12-07-2016,224.65,4573875,224.1,227.5,223.22
11-07-2016,224.78,5369066,219.96,226.78,219.51
08-07-2016,216.78,4067131,217.8,219.81,214.5
07-07-2016,215.94,3603385,213.1,218.12,213.01
06-07-2016,214.44,4910285,210,215.23,209
05-07-2016,213.98,5169832,209.73,214.5441,208
01-07-2016,216.5,5396030,206.14,218.24,206
30-06-2016,212.28,4794440,212.97,213.4999,209.02
29-06-2016,210.19,5987120,205.13,211.78,203
28-06-2016,201.79,6158996,201.89,204.05,199.41
27-06-2016,198.55,7211823,190.86,198.81,187.87
24-06-2016,193.15,6988949,190.05,195.12,189.73
23-06-2016,196.4,10098190,195.69,197.55,192.13
22-06-2016,196.66,23706100,199.47,205.95,195.75
21-06-2016,219.61,2855619,220.68,222.569,218.81
20-06-2016,219.7,3549768,219.5,223.75,218.23
17-06-2016,215.47,3107734,217.81,219.99,214.5
16-06-2016,217.93,2438692,217.42,218.04,213.5
15-06-2016,217.7,2905002,216.95,221.9,215.13
14-06-2016,214.96,3575822,218.88,222.2,212.53
13-06-2016,217.87,4187833,219.5,225.77,217.66
10-06-2016,218.79,5994548,227.39,227.97,218.4217
09-06-2016,229.36,4454222,234.98,235.33,227.06
08-06-2016,235.52,5965110,233.8,240.845,232.605
07-06-2016,232.34,6194154,222.24,234.44,221.52
06-06-2016,220.68,2242634,218,220.9,215.45
03-06-2016,218.99,2226110,220,221.94,218.01
02-06-2016,218.96,2017279,219.59,219.909,217.11
01-06-2016,219.56,2982270,221.48,222.4,216.89
31-05-2016,223.23,2786682,223.04,224.7497,221.5001
27-05-2016,223.04,3645792,224.99,225.93,220.75
26-05-2016,225.12,4066512,220.5,225.26,219.05
25-05-2016,219.58,3131279,217.91,221.36,216.51
24-05-2016,217.91,3009327,216.6,218.74,215.18
23-05-2016,216.22,5096751,219.87,222.6,215.86
20-05-2016,220.28,8996546,216.99,220.55,216.35
19-05-2016,215.21,6817922,213.62,216.79,207.3
18-05-2016,211.17,5552692,209.15,215.31,207.75
17-05-2016,204.66,2842028,209.05,209.8199,204.02
16-05-2016,208.29,2945754,208.15,213.15,207.92
13-05-2016,207.61,2820616,207.78,211.2,206.7
12-05-2016,207.28,3650075,211.44,211.67,203.6572
11-05-2016,208.96,5159640,207.59,215.48,206.05
10-05-2016,208.69,4068053,207.55,209.47,205
09-05-2016,208.92,4772992,215.72,216.15,206.8
06-05-2016,214.93,5683675,210.87,216.37,208.11
05-05-2016,211.53,11248340,228.46,228.64,209.79
04-05-2016,222.56,8550004,230.29,234.46,220.4
03-05-2016,232.32,4296325,237.36,238.91,231.62
02-05-2016,241.8,3838958,241.5,243.19,234.82
29-04-2016,240.76,5405164,248.14,248.43,237.81
28-04-2016,247.71,2515595,249.85,253.43,247.44
27-04-2016,251.47,3198105,252.75,255,249.4
26-04-2016,253.74,3217779,252.05,255.73,249.39
25-04-2016,251.82,3665088,253.01,257.38,250.76
22-04-2016,253.75,3783126,248.89,254,245.71
21-04-2016,248.29,2777079,248.99,250.9,246.91
20-04-2016,249.97,5192343,246.26,253.66,241.5
19-04-2016,247.37,6351360,253.12,254.3699,241.251
18-04-2016,253.88,4263246,252.23,258.31,251.66
15-04-2016,254.51,3748593,251.31,254.6,249.12
14-04-2016,251.86,4129258,253,256.839,251.0501
13-04-2016,254.53,4921554,248.51,255.5,247.33
12-04-2016,247.82,5755351,249.5,251.8,243.63
11-04-2016,249.92,9156404,251,258.99,245.3
08-04-2016,250.07,7352707,260.5,260.82,248.0201
07-04-2016,257.2,8845567,266.45,269.34,254.51
06-04-2016,265.42,11695760,253.97,267.74,253.45
05-04-2016,255.47,9931470,240.5,256.56,240
04-04-2016,246.99,13381160,249.12,252.12,243.64
01-04-2016,237.59,15979910,244.825,247.9,233.25
31-03-2016,229.77,7975638,229.34,237.42,225.01
30-03-2016,226.89,4025670,235.09,235.5,226.5
29-03-2016,230.13,4006037,229.89,232.38,225.33
28-03-2016,230.26,3878599,231.61,234.81,225
24-03-2016,227.75,4956604,215.78,228.8877,215
23-03-2016,222.58,4936203,232.37,234.73,222.03
22-03-2016,234.24,4303052,237.21,238.99,232.558
21-03-2016,238.32,5289014,235.34,239.88,235
18-03-2016,232.74,4704761,229.1,234.48,228.06
17-03-2016,226.38,3769083,221.47,228.5,220
16-03-2016,221.93,3511873,218,222.58,217.02
15-03-2016,218.34,3133230,214.27,218.97,211.5
14-03-2016,215.15,4062304,212.65,216.72,210.64
11-03-2016,207.5,3339148,207.93,209.42,205.33
10-03-2016,205.18,5191602,210,213.29,200.671
09-03-2016,208.72,3207597,204.52,209.3726,202.79
08-03-2016,202.6,4175498,203.5,207.5,202.2
07-03-2016,205.29,5331097,197.68,209.7,197.4
04-03-2016,201.04,6479858,198,204.03,197.5001
03-03-2016,195.74,4822993,188.28,197.42,184.22
02-03-2016,188.34,4858631,183.73,188.52,181.5
01-03-2016,186.35,6695704,194.25,195.9484,182.7
29-02-2016,191.93,4495402,192.4,196.35,189.222
26-02-2016,190.34,6054061,188.7,192,185
25-02-2016,187.43,5727008,178.65,188.5192,175.2
24-02-2016,179,5385369,172.75,179.5,167.84
23-02-2016,177.21,5982993,176.16,181.73,173.68
22-02-2016,177.74,5055340,170.12,178.91,169.85
19-02-2016,166.58,2955832,163.66,167.49,162.5
18-02-2016,166.77,3883107,172.42,172.95,164.77
17-02-2016,168.68,5820264,159,169.34,156.68
16-02-2016,155.17,5561638,158.7,162.95,154.11
12-02-2016,151.04,7233264,155,157.01,143.7
11-02-2016,150.47,14236900,152,163.26,147
10-02-2016,143.67,10104690,150.5,154.97,141.74
09-02-2016,148.25,8639661,142.32,159.79,141.05
08-02-2016,147.99,9306754,157.105,157.15,146
05-02-2016,162.6,9434495,171.3,173,157.7442
04-02-2016,175.33,4379442,170.7,175.98,166.99
03-02-2016,173.48,7927640,183.59,183.94,170.18
02-02-2016,182.78,5764817,192.42,193.12,180.23
01-02-2016,196.94,5295685,188.76,199.52,182.75
29-01-2016,191.2,2848929,189.95,193.74,188.08
28-01-2016,189.7,4586328,190.79,191.28,182.41
27-01-2016,188.07,3577353,192.38,193.26,185.77
26-01-2016,193.56,4956918,196.7,197.82,188.88
25-01-2016,196.38,2695408,200.06,203.57,195.88
22-01-2016,202.55,3122066,204.801,205.5,199.03
21-01-2016,199.97,3164424,201.55,203.23,195.02
20-01-2016,198.7,5826110,199.4,201.28,191.25
19-01-2016,204.72,4031271,208.71,210.47,200.78
15-01-2016,204.99,5325773,198.97,205.07,197.25
14-01-2016,206.18,6490579,202.21,210,193.38
13-01-2016,200.31,4120993,212.01,212.65,200
12-01-2016,209.97,3079051,211.6,213.7395,205.31
11-01-2016,207.85,4090843,214.01,214.45,203
08-01-2016,211,3572360,217.86,220.44,210.77
07-01-2016,215.65,3550704,214.19,218.44,213.67
06-01-2016,219.04,3774353,220,220.05,215.98
05-01-2016,223.43,3185525,226.36,226.89,220
04-01-2016,223.41,6823510,230.72,231.38,219
31-12-2015,240.01,2713817,238.51,243.45,238.37
30-12-2015,238.09,3694448,236.6,243.634,235.6707
29-12-2015,237.19,2402438,230.06,237.72,229.547
28-12-2015,228.95,1900171,231.49,231.98,225.54
24-12-2015,230.57,710277,230.56,231.88,228.28
23-12-2015,229.7,1551031,232.18,233.45,228.13
22-12-2015,229.95,1958836,234.99,236.55,229.63
21-12-2015,232.56,1951581,231.69,235.83,231.08
18-12-2015,230.46,3008057,232.89,235.9,229.29
17-12-2015,233.39,3294460,233.94,237.76,229.8149
16-12-2015,234.51,5100443,222.1,234.88,220.73
15-12-2015,221.09,2241686,221.82,222.22,218
14-12-2015,218.58,2827797,217.51,220.92,214.87
11-12-2015,217.02,3259114,225.24,225.75,216.64
10-12-2015,227.07,2070088,224.71,228.49,223.64
09-12-2015,224.52,3057036,226.7,227.5,220.72
08-12-2015,226.72,2682259,227.52,228.8,224.2
07-12-2015,231.13,3140864,227.7,235.63,226.15
04-12-2015,230.38,2572014,232.46,233.27,227.66
03-12-2015,232.71,2937233,235.48,237.45,230
02-12-2015,231.99,2980644,237,238.6,231.23
01-12-2015,237.19,3728562,231.06,238,231.05
30-11-2015,230.26,2591205,231.79,234.28,229.08
27-11-2015,231.61,1949353,231.06,232.25,227.01
25-11-2015,229.64,3986945,221.34,230.825,220.375
24-11-2015,218.25,2478389,215.37,221,215
23-11-2015,217.75,2525196,217.35,219.18,214.6798
20-11-2015,220.01,4394199,223.49,225,213.58
19-11-2015,221.8,2499593,220.54,226.19,220.3
18-11-2015,221.07,2810200,214.5,221.38,212.52
17-11-2015,214,2148326,215.2,216,211.4
16-11-2015,214.31,2920362,206.09,214.98,205.8
13-11-2015,207.19,3423139,212.95,212.99,206.52
12-11-2015,212.94,2913511,217.85,219,212.66
11-11-2015,219.08,3337501,217.77,219.48,213.63
10-11-2015,216.5,4612408,223.48,223.7,216.08
09-11-2015,225.33,3846179,232.99,232.99,224.31
06-11-2015,232.36,2444264,230.7,233.359,229.5
05-11-2015,231.77,4494944,230.58,234.5843,229.19
04-11-2015,231.63,12713530,227,232.74,225.2
03-11-2015,208.35,8065091,213.85,214.44,207.75
02-11-2015,213.79,3924514,208.92,215.8,207.22
30-10-2015,206.93,4432433,210.4,211.63,203.89
29-10-2015,211.63,1794743,211.75,213.7481,210.64
28-10-2015,212.96,2726880,211.31,213.45,208.3
27-10-2015,210.35,3512832,214.84,217.1,207.51
26-10-2015,215.26,3388227,211.38,215.88,210
23-10-2015,209.09,4226411,215,215.35,207.69
22-10-2015,211.72,2818801,211.56,215.75,209.4
21-10-2015,210.09,4177956,211.99,214.81,208.8
20-10-2015,213.03,14877020,227.72,228.6,202
19-10-2015,228.1,2506836,226.5,231.15,224.94
16-10-2015,227.01,4327574,223.04,230.4805,222.87
15-10-2015,221.31,2835920,216.43,221.73,213.7
